Year,Quarter,Month,Month_Num,Market,Category,Brand,Channel,Type,Base_NR_AUD000,Trade_Promo_AUD000,Net_Revenue_AUD000,COGS_AUD000,Gross_Profit_AUD000,OPEX_AUD000,EBITDA_AUD000,Volume_Units,Budget_NR_AUD000,Variance_NR_AUD000,PY_NR_AUD000
2023,Q4,Nov,11,North America,Pro Plan,Pro Plan,Direct Sales,SaaS,894.0,45.0,849.0,216.0,633.0,237.0,396.0,205,887.0,-38.0,875.0
2023,Q4,Nov,11,North America,Enterprise Plan,Enterprise Plan,Partner,SaaS,3957.0,241.0,3716.0,1295.0,2421.0,1175.0,1246.0,115,3381.0,335.0,3885.0
2023,Q4,Nov,11,Europe,Starter Plan,Starter Plan,Partner,SaaS,2899.0,110.0,2789.0,863.0,1926.0,733.0,1193.0,382,2659.0,130.0,2751.0
2023,Q4,Nov,11,Europe,Pro Plan,Pro Plan,Partner,SaaS,3541.0,251.0,3290.0,665.0,2625.0,1165.0,1460.0,100,3287.0,3.0,2654.0
2023,Q4,Nov,11,Europe,Enterprise Plan,Enterprise Plan,Partner,SaaS,3090.0,125.0,2965.0,836.0,2129.0,1075.0,1054.0,296,3075.0,-110.0,3255.0
2023,Q4,Nov,11,APAC,Starter Plan,Starter Plan,Direct Sales,SaaS,1818.0,137.0,1681.0,469.0,1212.0,485.0,727.0,77,1587.0,94.0,1696.0
2023,Q4,Nov,11,APAC,Pro Plan,Pro Plan,Self-Serve,SaaS,686.0,43.0,643.0,129.0,514.0,198.0,316.0,172,699.0,-56.0,642.0
2023,Q4,Nov,11,APAC,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,567.0,42.0,525.0,156.0,369.0,149.0,220.0,221,585.0,-60.0,436.0
2023,Q4,Nov,11,LATAM,Starter Plan,Starter Plan,Self-Serve,SaaS,2196.0,131.0,2065.0,440.0,1625.0,578.0,1047.0,485,2113.0,-48.0,2093.0
2023,Q4,Nov,11,LATAM,Pro Plan,Pro Plan,Direct Sales,SaaS,1366.0,77.0,1289.0,322.0,967.0,398.0,569.0,120,1258.0,31.0,1167.0
2023,Q4,Nov,11,LATAM,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,1327.0,105.0,1222.0,336.0,886.0,454.0,432.0,331,1336.0,-114.0,1304.0
2023,Q4,Nov,11,MEA,Starter Plan,Starter Plan,Direct Sales,SaaS,3804.0,295.0,3509.0,821.0,2688.0,1057.0,1631.0,226,3264.0,245.0,3576.0
2023,Q4,Nov,11,MEA,Pro Plan,Pro Plan,Partner,SaaS,1961.0,115.0,1846.0,487.0,1359.0,548.0,811.0,322,1844.0,2.0,1550.0
2023,Q4,Nov,11,MEA,Enterprise Plan,Enterprise Plan,Partner,SaaS,2534.0,163.0,2371.0,546.0,1825.0,642.0,1183.0,359,2603.0,-232.0,2544.0
2023,Q4,Dec,12,North America,Starter Plan,Starter Plan,Marketplace,SaaS,3985.0,314.0,3671.0,814.0,2857.0,1432.0,1425.0,462,3560.0,111.0,3551.0
2023,Q4,Dec,12,North America,Pro Plan,Pro Plan,Direct Sales,SaaS,1144.0,82.0,1062.0,236.0,826.0,270.0,556.0,193,1183.0,-121.0,1156.0
2023,Q4,Dec,12,North America,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,2051.0,157.0,1894.0,633.0,1261.0,739.0,522.0,173,2029.0,-135.0,1576.0
2023,Q4,Dec,12,Europe,Starter Plan,Starter Plan,Partner,SaaS,592.0,47.0,545.0,159.0,386.0,186.0,200.0,325,562.0,-17.0,474.0
2023,Q4,Dec,12,Europe,Pro Plan,Pro Plan,Direct Sales,SaaS,1757.0,113.0,1644.0,446.0,1198.0,535.0,663.0,322,1737.0,-93.0,1500.0
2023,Q4,Dec,12,Europe,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,2220.0,82.0,2138.0,490.0,1648.0,545.0,1103.0,394,1931.0,207.0,1883.0
2023,Q4,Dec,12,APAC,Starter Plan,Starter Plan,Marketplace,SaaS,1279.0,81.0,1198.0,276.0,922.0,336.0,586.0,129,1330.0,-132.0,1116.0
2023,Q4,Dec,12,APAC,Pro Plan,Pro Plan,Marketplace,SaaS,2908.0,213.0,2695.0,898.0,1797.0,847.0,950.0,399,2786.0,-91.0,2822.0
2023,Q4,Dec,12,APAC,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,1880.0,145.0,1735.0,496.0,1239.0,573.0,666.0,338,1830.0,-95.0,1408.0
2023,Q4,Dec,12,LATAM,Starter Plan,Starter Plan,Direct Sales,SaaS,2081.0,148.0,1933.0,399.0,1534.0,772.0,762.0,283,1908.0,25.0,1973.0
2023,Q4,Dec,12,LATAM,Pro Plan,Pro Plan,Marketplace,SaaS,2306.0,142.0,2164.0,449.0,1715.0,636.0,1079.0,229,2093.0,71.0,2268.0
2023,Q4,Dec,12,LATAM,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,1083.0,48.0,1035.0,350.0,685.0,366.0,319.0,456,1037.0,-2.0,1029.0
2023,Q4,Dec,12,MEA,Starter Plan,Starter Plan,Direct Sales,SaaS,3029.0,108.0,2921.0,925.0,1996.0,1141.0,855.0,363,2716.0,205.0,2699.0
2023,Q4,Dec,12,MEA,Pro Plan,Pro Plan,Marketplace,SaaS,587.0,31.0,556.0,186.0,370.0,214.0,156.0,447,511.0,45.0,499.0
2023,Q4,Dec,12,MEA,Enterprise Plan,Enterprise Plan,Partner,SaaS,3014.0,109.0,2905.0,631.0,2274.0,922.0,1352.0,213,2949.0,-44.0,2659.0
2024,Q1,Jan,1,North America,Starter Plan,Starter Plan,Partner,SaaS,1825.0,89.0,1736.0,547.0,1189.0,672.0,517.0,304,1814.0,-78.0,1467.0
2024,Q1,Jan,1,North America,Pro Plan,Pro Plan,Partner,SaaS,1126.0,74.0,1052.0,277.0,775.0,312.0,463.0,395,1050.0,2.0,1039.0
2024,Q1,Jan,1,North America,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,3645.0,284.0,3361.0,674.0,2687.0,1226.0,1461.0,55,3393.0,-32.0,3192.0
2024,Q1,Jan,1,Europe,Starter Plan,Starter Plan,Direct Sales,SaaS,2628.0,144.0,2484.0,578.0,1906.0,867.0,1039.0,254,2477.0,7.0,2435.0
2024,Q1,Jan,1,Europe,Pro Plan,Pro Plan,Direct Sales,SaaS,1356.0,78.0,1278.0,374.0,904.0,426.0,478.0,421,1164.0,114.0,1079.0
2024,Q1,Jan,1,Europe,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,629.0,46.0,583.0,175.0,408.0,219.0,189.0,184,643.0,-60.0,475.0
2024,Q1,Jan,1,APAC,Starter Plan,Starter Plan,Marketplace,SaaS,3978.0,151.0,3827.0,929.0,2898.0,1336.0,1562.0,364,3926.0,-99.0,3707.0
2024,Q1,Jan,1,APAC,Pro Plan,Pro Plan,Marketplace,SaaS,3123.0,150.0,2973.0,611.0,2362.0,1086.0,1276.0,195,3263.0,-290.0,3110.0
2024,Q1,Jan,1,APAC,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,3452.0,115.0,3337.0,903.0,2434.0,895.0,1539.0,436,3245.0,92.0,3084.0
2024,Q1,Jan,1,LATAM,Starter Plan,Starter Plan,Partner,SaaS,2935.0,178.0,2757.0,597.0,2160.0,991.0,1169.0,333,3080.0,-323.0,2606.0
2024,Q1,Jan,1,LATAM,Pro Plan,Pro Plan,Self-Serve,SaaS,1995.0,144.0,1851.0,442.0,1409.0,622.0,787.0,330,2043.0,-192.0,1822.0
2024,Q1,Jan,1,LATAM,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,2319.0,143.0,2176.0,596.0,1580.0,603.0,977.0,324,2298.0,-122.0,2380.0
2024,Q1,Jan,1,MEA,Starter Plan,Starter Plan,Direct Sales,SaaS,914.0,49.0,865.0,276.0,589.0,312.0,277.0,143,896.0,-31.0,800.0
2024,Q1,Jan,1,MEA,Pro Plan,Pro Plan,Direct Sales,SaaS,1668.0,97.0,1571.0,464.0,1107.0,395.0,712.0,140,1511.0,60.0,1629.0
2024,Q1,Jan,1,MEA,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,1551.0,89.0,1462.0,461.0,1001.0,390.0,611.0,199,1443.0,19.0,1419.0
2024,Q1,Feb,2,North America,Starter Plan,Starter Plan,Direct Sales,SaaS,3412.0,135.0,3277.0,1065.0,2212.0,1273.0,939.0,265,3291.0,-14.0,2657.0
2024,Q1,Feb,2,North America,Pro Plan,Pro Plan,Partner,SaaS,2185.0,134.0,2051.0,685.0,1366.0,678.0,688.0,200,2200.0,-149.0,1896.0
2024,Q1,Feb,2,North America,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,3423.0,154.0,3269.0,1009.0,2260.0,972.0,1288.0,291,3092.0,177.0,3287.0
2024,Q1,Feb,2,Europe,Starter Plan,Starter Plan,Self-Serve,SaaS,732.0,27.0,705.0,230.0,475.0,212.0,263.0,218,717.0,-12.0,599.0
2024,Q1,Feb,2,Europe,Pro Plan,Pro Plan,Marketplace,SaaS,1156.0,41.0,1115.0,354.0,761.0,330.0,431.0,436,1178.0,-63.0,983.0
2024,Q1,Feb,2,Europe,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,2240.0,94.0,2146.0,575.0,1571.0,843.0,728.0,147,2074.0,72.0,1789.0
2024,Q1,Feb,2,APAC,Starter Plan,Starter Plan,Direct Sales,SaaS,3222.0,244.0,2978.0,794.0,2184.0,756.0,1428.0,267,3008.0,-30.0,2552.0
2024,Q1,Feb,2,APAC,Pro Plan,Pro Plan,Marketplace,SaaS,3064.0,172.0,2892.0,915.0,1977.0,785.0,1192.0,442,3126.0,-234.0,3127.0
2024,Q1,Feb,2,APAC,Enterprise Plan,Enterprise Plan,Partner,SaaS,1218.0,39.0,1179.0,304.0,875.0,448.0,427.0,102,1142.0,37.0,959.0
2024,Q1,Feb,2,LATAM,Starter Plan,Starter Plan,Direct Sales,SaaS,1667.0,124.0,1543.0,332.0,1211.0,563.0,648.0,385,1396.0,147.0,1586.0
2024,Q1,Feb,2,LATAM,Pro Plan,Pro Plan,Partner,SaaS,1623.0,64.0,1559.0,376.0,1183.0,464.0,719.0,248,1443.0,116.0,1317.0
2024,Q1,Feb,2,LATAM,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,901.0,70.0,831.0,236.0,595.0,221.0,374.0,294,848.0,-17.0,732.0
2024,Q1,Feb,2,MEA,Starter Plan,Starter Plan,Self-Serve,SaaS,2509.0,97.0,2412.0,595.0,1817.0,926.0,891.0,293,2198.0,214.0,1951.0
2024,Q1,Feb,2,MEA,Pro Plan,Pro Plan,Direct Sales,SaaS,871.0,28.0,843.0,223.0,620.0,233.0,387.0,318,869.0,-26.0,886.0
2024,Q1,Feb,2,MEA,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,2657.0,121.0,2536.0,818.0,1718.0,905.0,813.0,351,2580.0,-44.0,2770.0
2024,Q1,Mar,3,North America,Starter Plan,Starter Plan,Marketplace,SaaS,2487.0,86.0,2401.0,769.0,1632.0,852.0,780.0,93,2325.0,76.0,2385.0
2024,Q1,Mar,3,North America,Pro Plan,Pro Plan,Marketplace,SaaS,2147.0,166.0,1981.0,439.0,1542.0,761.0,781.0,166,1941.0,40.0,1694.0
2024,Q1,Mar,3,North America,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,3261.0,242.0,3019.0,809.0,2210.0,768.0,1442.0,263,2951.0,68.0,2833.0
2024,Q1,Mar,3,Europe,Starter Plan,Starter Plan,Partner,SaaS,1488.0,71.0,1417.0,406.0,1011.0,462.0,549.0,232,1498.0,-81.0,1179.0
2024,Q1,Mar,3,Europe,Pro Plan,Pro Plan,Direct Sales,SaaS,3274.0,185.0,3089.0,804.0,2285.0,964.0,1321.0,329,3152.0,-63.0,3374.0
2024,Q1,Mar,3,Europe,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,731.0,30.0,701.0,213.0,488.0,221.0,267.0,491,718.0,-17.0,633.0
2024,Q1,Mar,3,APAC,Starter Plan,Starter Plan,Partner,SaaS,1106.0,70.0,1036.0,322.0,714.0,370.0,344.0,426,958.0,78.0,1014.0
2024,Q1,Mar,3,APAC,Pro Plan,Pro Plan,Self-Serve,SaaS,2443.0,174.0,2269.0,514.0,1755.0,893.0,862.0,81,2096.0,173.0,2369.0
2024,Q1,Mar,3,APAC,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,1646.0,102.0,1544.0,323.0,1221.0,436.0,785.0,112,1587.0,-43.0,1585.0
2024,Q1,Mar,3,LATAM,Starter Plan,Starter Plan,Direct Sales,SaaS,3150.0,199.0,2951.0,791.0,2160.0,867.0,1293.0,327,2946.0,5.0,2543.0
2024,Q1,Mar,3,LATAM,Pro Plan,Pro Plan,Self-Serve,SaaS,1549.0,108.0,1441.0,435.0,1006.0,559.0,447.0,471,1524.0,-83.0,1548.0
2024,Q1,Mar,3,LATAM,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,2540.0,154.0,2386.0,660.0,1726.0,900.0,826.0,433,2180.0,206.0,2554.0
2024,Q1,Mar,3,MEA,Starter Plan,Starter Plan,Direct Sales,SaaS,503.0,29.0,474.0,164.0,310.0,126.0,184.0,176,430.0,44.0,441.0
2024,Q1,Mar,3,MEA,Pro Plan,Pro Plan,Marketplace,SaaS,2688.0,176.0,2512.0,655.0,1857.0,792.0,1065.0,145,2357.0,155.0,2114.0
2024,Q1,Mar,3,MEA,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,3452.0,166.0,3286.0,863.0,2423.0,964.0,1459.0,442,3048.0,238.0,2640.0
2024,Q2,Apr,4,North America,Starter Plan,Starter Plan,Direct Sales,SaaS,1004.0,75.0,929.0,277.0,652.0,368.0,284.0,111,864.0,65.0,968.0
2024,Q2,Apr,4,North America,Pro Plan,Pro Plan,Marketplace,SaaS,3628.0,235.0,3393.0,1152.0,2241.0,1165.0,1076.0,254,3370.0,23.0,3549.0
2024,Q2,Apr,4,North America,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,1744.0,69.0,1675.0,487.0,1188.0,564.0,624.0,431,1595.0,80.0,1592.0
2024,Q2,Apr,4,Europe,Starter Plan,Starter Plan,Marketplace,SaaS,3743.0,220.0,3523.0,722.0,2801.0,901.0,1900.0,267,3456.0,67.0,3432.0
2024,Q2,Apr,4,Europe,Pro Plan,Pro Plan,Direct Sales,SaaS,997.0,66.0,931.0,324.0,607.0,370.0,237.0,400,933.0,-2.0,767.0
2024,Q2,Apr,4,Europe,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,1358.0,84.0,1274.0,382.0,892.0,446.0,446.0,357,1298.0,-24.0,1241.0
2024,Q2,Apr,4,APAC,Starter Plan,Starter Plan,Direct Sales,SaaS,3663.0,208.0,3455.0,697.0,2758.0,1099.0,1659.0,457,3546.0,-91.0,3108.0
2024,Q2,Apr,4,APAC,Pro Plan,Pro Plan,Self-Serve,SaaS,3862.0,270.0,3592.0,874.0,2718.0,917.0,1801.0,465,3825.0,-233.0,3657.0
2024,Q2,Apr,4,APAC,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,715.0,38.0,677.0,153.0,524.0,174.0,350.0,495,730.0,-53.0,668.0
2024,Q2,Apr,4,LATAM,Starter Plan,Starter Plan,Self-Serve,SaaS,2197.0,80.0,2117.0,448.0,1669.0,778.0,891.0,163,2192.0,-75.0,1868.0
2024,Q2,Apr,4,LATAM,Pro Plan,Pro Plan,Self-Serve,SaaS,550.0,20.0,530.0,120.0,410.0,180.0,230.0,118,529.0,1.0,552.0
2024,Q2,Apr,4,LATAM,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,3239.0,135.0,3104.0,705.0,2399.0,1022.0,1377.0,64,3466.0,-362.0,3384.0
2024,Q2,Apr,4,MEA,Starter Plan,Starter Plan,Partner,SaaS,3432.0,232.0,3200.0,838.0,2362.0,984.0,1378.0,347,3391.0,-191.0,2721.0
2024,Q2,Apr,4,MEA,Pro Plan,Pro Plan,Self-Serve,SaaS,690.0,30.0,660.0,213.0,447.0,170.0,277.0,258,663.0,-3.0,622.0
2024,Q2,Apr,4,MEA,Enterprise Plan,Enterprise Plan,Partner,SaaS,1829.0,119.0,1710.0,464.0,1246.0,465.0,781.0,441,1543.0,167.0,1844.0
2024,Q2,May,5,North America,Starter Plan,Starter Plan,Marketplace,SaaS,1837.0,84.0,1753.0,490.0,1263.0,690.0,573.0,93,1783.0,-30.0,1588.0
2024,Q2,May,5,North America,Pro Plan,Pro Plan,Marketplace,SaaS,2637.0,165.0,2472.0,595.0,1877.0,718.0,1159.0,411,2364.0,108.0,2411.0
2024,Q2,May,5,North America,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,3206.0,216.0,2990.0,927.0,2063.0,1012.0,1051.0,137,2913.0,77.0,3011.0
2024,Q2,May,5,Europe,Starter Plan,Starter Plan,Partner,SaaS,1596.0,49.0,1547.0,311.0,1236.0,403.0,833.0,235,1571.0,-24.0,1556.0
2024,Q2,May,5,Europe,Pro Plan,Pro Plan,Self-Serve,SaaS,1268.0,56.0,1212.0,278.0,934.0,307.0,627.0,91,1341.0,-129.0,1208.0
2024,Q2,May,5,Europe,Enterprise Plan,Enterprise Plan,Partner,SaaS,3827.0,237.0,3590.0,1099.0,2491.0,962.0,1529.0,435,3334.0,256.0,3579.0
2024,Q2,May,5,APAC,Starter Plan,Starter Plan,Partner,SaaS,3636.0,236.0,3400.0,809.0,2591.0,1088.0,1503.0,471,3538.0,-138.0,3661.0
2024,Q2,May,5,APAC,Pro Plan,Pro Plan,Self-Serve,SaaS,3193.0,206.0,2987.0,897.0,2090.0,1092.0,998.0,165,3201.0,-214.0,2638.0
2024,Q2,May,5,APAC,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,1840.0,86.0,1754.0,367.0,1387.0,690.0,697.0,169,1749.0,5.0,1662.0
2024,Q2,May,5,LATAM,Starter Plan,Starter Plan,Partner,SaaS,2636.0,103.0,2533.0,694.0,1839.0,688.0,1151.0,395,2401.0,132.0,2515.0
2024,Q2,May,5,LATAM,Pro Plan,Pro Plan,Marketplace,SaaS,3004.0,106.0,2898.0,611.0,2287.0,973.0,1314.0,162,2892.0,6.0,3098.0
2024,Q2,May,5,LATAM,Enterprise Plan,Enterprise Plan,Partner,SaaS,2785.0,84.0,2701.0,556.0,2145.0,833.0,1312.0,118,2627.0,74.0,2478.0
2024,Q2,May,5,MEA,Starter Plan,Starter Plan,Direct Sales,SaaS,2304.0,177.0,2127.0,582.0,1545.0,671.0,874.0,429,2280.0,-153.0,2203.0
2024,Q2,May,5,MEA,Pro Plan,Pro Plan,Partner,SaaS,512.0,40.0,472.0,152.0,320.0,152.0,168.0,305,522.0,-50.0,428.0
2024,Q2,May,5,MEA,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,1902.0,117.0,1785.0,614.0,1171.0,471.0,700.0,290,1984.0,-199.0,1471.0
2024,Q2,Jun,6,North America,Starter Plan,Starter Plan,Marketplace,SaaS,3162.0,141.0,3021.0,696.0,2325.0,1007.0,1318.0,485,3158.0,-137.0,2688.0
2024,Q2,Jun,6,North America,Pro Plan,Pro Plan,Marketplace,SaaS,3638.0,224.0,3414.0,867.0,2547.0,897.0,1650.0,334,3625.0,-211.0,2875.0
2024,Q2,Jun,6,North America,Enterprise Plan,Enterprise Plan,Partner,SaaS,589.0,47.0,542.0,128.0,414.0,167.0,247.0,406,565.0,-23.0,515.0
2024,Q2,Jun,6,Europe,Starter Plan,Starter Plan,Marketplace,SaaS,3883.0,120.0,3763.0,944.0,2819.0,1131.0,1688.0,374,3722.0,41.0,3249.0
2024,Q2,Jun,6,Europe,Pro Plan,Pro Plan,Marketplace,SaaS,3790.0,279.0,3511.0,985.0,2526.0,1268.0,1258.0,154,3216.0,295.0,3583.0
2024,Q2,Jun,6,Europe,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,2788.0,149.0,2639.0,891.0,1748.0,678.0,1070.0,365,2451.0,188.0,2248.0
2024,Q2,Jun,6,APAC,Starter Plan,Starter Plan,Direct Sales,SaaS,3666.0,260.0,3406.0,731.0,2675.0,1164.0,1511.0,425,3113.0,293.0,3560.0
2024,Q2,Jun,6,APAC,Pro Plan,Pro Plan,Direct Sales,SaaS,2240.0,157.0,2083.0,486.0,1597.0,772.0,825.0,241,2247.0,-164.0,2280.0
2024,Q2,Jun,6,APAC,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,1635.0,129.0,1506.0,431.0,1075.0,408.0,667.0,426,1618.0,-112.0,1550.0
2024,Q2,Jun,6,LATAM,Starter Plan,Starter Plan,Partner,SaaS,1674.0,60.0,1614.0,357.0,1257.0,504.0,753.0,363,1649.0,-35.0,1504.0
2024,Q2,Jun,6,LATAM,Pro Plan,Pro Plan,Direct Sales,SaaS,967.0,67.0,900.0,265.0,635.0,276.0,359.0,120,984.0,-84.0,742.0
2024,Q2,Jun,6,LATAM,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,1128.0,39.0,1089.0,324.0,765.0,417.0,348.0,237,1174.0,-85.0,1124.0
2024,Q2,Jun,6,MEA,Starter Plan,Starter Plan,Partner,SaaS,1222.0,76.0,1146.0,319.0,827.0,357.0,470.0,472,1185.0,-39.0,930.0
2024,Q2,Jun,6,MEA,Pro Plan,Pro Plan,Partner,SaaS,3010.0,182.0,2828.0,603.0,2225.0,1058.0,1167.0,185,2806.0,22.0,2736.0
2024,Q2,Jun,6,MEA,Enterprise Plan,Enterprise Plan,Partner,SaaS,911.0,51.0,860.0,184.0,676.0,262.0,414.0,392,876.0,-16.0,745.0
2024,Q3,Jul,7,North America,Starter Plan,Starter Plan,Partner,SaaS,1467.0,58.0,1409.0,450.0,959.0,497.0,462.0,485,1415.0,-6.0,1202.0
2024,Q3,Jul,7,North America,Pro Plan,Pro Plan,Direct Sales,SaaS,689.0,33.0,656.0,152.0,504.0,189.0,315.0,327,719.0,-63.0,614.0
2024,Q3,Jul,7,North America,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,3091.0,236.0,2855.0,646.0,2209.0,1050.0,1159.0,268,2642.0,213.0,3051.0
2024,Q3,Jul,7,Europe,Starter Plan,Starter Plan,Marketplace,SaaS,2574.0,119.0,2455.0,564.0,1891.0,863.0,1028.0,196,2630.0,-175.0,2204.0
2024,Q3,Jul,7,Europe,Pro Plan,Pro Plan,Direct Sales,SaaS,1330.0,67.0,1263.0,290.0,973.0,485.0,488.0,83,1299.0,-36.0,1031.0
2024,Q3,Jul,7,Europe,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,1007.0,77.0,930.0,249.0,681.0,287.0,394.0,111,984.0,-54.0,920.0
2024,Q3,Jul,7,APAC,Starter Plan,Starter Plan,Self-Serve,SaaS,1208.0,44.0,1164.0,354.0,810.0,301.0,509.0,111,1266.0,-102.0,1091.0
2024,Q3,Jul,7,APAC,Pro Plan,Pro Plan,Partner,SaaS,3161.0,130.0,3031.0,740.0,2291.0,829.0,1462.0,407,3363.0,-332.0,3248.0
2024,Q3,Jul,7,APAC,Enterprise Plan,Enterprise Plan,Partner,SaaS,803.0,58.0,745.0,204.0,541.0,298.0,243.0,316,808.0,-63.0,658.0
2024,Q3,Jul,7,LATAM,Starter Plan,Starter Plan,Marketplace,SaaS,3077.0,130.0,2947.0,734.0,2213.0,993.0,1220.0,451,3036.0,-89.0,2489.0
2024,Q3,Jul,7,LATAM,Pro Plan,Pro Plan,Direct Sales,SaaS,1962.0,63.0,1899.0,662.0,1237.0,684.0,553.0,276,1887.0,12.0,1744.0
2024,Q3,Jul,7,LATAM,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,2084.0,88.0,1996.0,566.0,1430.0,503.0,927.0,379,2214.0,-218.0,1676.0
2024,Q3,Jul,7,MEA,Starter Plan,Starter Plan,Self-Serve,SaaS,1337.0,107.0,1230.0,249.0,981.0,431.0,550.0,122,1231.0,-1.0,1194.0
2024,Q3,Jul,7,MEA,Pro Plan,Pro Plan,Direct Sales,SaaS,3917.0,208.0,3709.0,819.0,2890.0,1318.0,1572.0,133,4049.0,-340.0,3665.0
2024,Q3,Jul,7,MEA,Enterprise Plan,Enterprise Plan,Direct Sales,SaaS,3511.0,118.0,3393.0,1133.0,2260.0,1018.0,1242.0,64,3372.0,21.0,2989.0
2024,Q3,Aug,8,North America,Starter Plan,Starter Plan,Partner,SaaS,3257.0,111.0,3146.0,1045.0,2101.0,1134.0,967.0,74,3486.0,-340.0,3154.0
2024,Q3,Aug,8,North America,Pro Plan,Pro Plan,Direct Sales,SaaS,888.0,43.0,845.0,247.0,598.0,258.0,340.0,128,864.0,-19.0,693.0
2024,Q3,Aug,8,North America,Enterprise Plan,Enterprise Plan,Partner,SaaS,984.0,46.0,938.0,264.0,674.0,326.0,348.0,381,999.0,-61.0,996.0
2024,Q3,Aug,8,Europe,Starter Plan,Starter Plan,Partner,SaaS,3136.0,213.0,2923.0,725.0,2198.0,1124.0,1074.0,276,2903.0,20.0,2386.0
2024,Q3,Aug,8,Europe,Pro Plan,Pro Plan,Self-Serve,SaaS,1708.0,93.0,1615.0,451.0,1164.0,433.0,731.0,369,1695.0,-80.0,1550.0
2024,Q3,Aug,8,Europe,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,2082.0,101.0,1981.0,596.0,1385.0,701.0,684.0,490,2168.0,-187.0,1697.0
2024,Q3,Aug,8,APAC,Starter Plan,Starter Plan,Marketplace,SaaS,806.0,40.0,766.0,174.0,592.0,302.0,290.0,84,717.0,49.0,639.0
2024,Q3,Aug,8,APAC,Pro Plan,Pro Plan,Partner,SaaS,2237.0,165.0,2072.0,576.0,1496.0,713.0,783.0,181,2307.0,-235.0,1994.0
2024,Q3,Aug,8,APAC,Enterprise Plan,Enterprise Plan,Partner,SaaS,2159.0,110.0,2049.0,637.0,1412.0,519.0,893.0,135,1854.0,195.0,2132.0
2024,Q3,Aug,8,LATAM,Starter Plan,Starter Plan,Self-Serve,SaaS,1941.0,91.0,1850.0,549.0,1301.0,553.0,748.0,317,1949.0,-99.0,1947.0
2024,Q3,Aug,8,LATAM,Pro Plan,Pro Plan,Marketplace,SaaS,2103.0,123.0,1980.0,663.0,1317.0,586.0,731.0,405,1881.0,99.0,1805.0
2024,Q3,Aug,8,LATAM,Enterprise Plan,Enterprise Plan,Self-Serve,SaaS,3194.0,103.0,3091.0,782.0,2309.0,984.0,1325.0,124,3410.0,-319.0,3133.0
2024,Q3,Aug,8,MEA,Starter Plan,Starter Plan,Self-Serve,SaaS,1138.0,44.0,1094.0,335.0,759.0,422.0,337.0,407,1023.0,71.0,914.0
2024,Q3,Aug,8,MEA,Pro Plan,Pro Plan,Self-Serve,SaaS,2511.0,131.0,2380.0,608.0,1772.0,668.0,1104.0,368,2490.0,-110.0,2602.0
2024,Q3,Aug,8,MEA,Enterprise Plan,Enterprise Plan,Partner,SaaS,1805.0,103.0,1702.0,382.0,1320.0,502.0,818.0,464,1683.0,19.0,1617.0
2024,Q3,Sep,9,North America,Starter Plan,Starter Plan,Partner,SaaS,3817.0,292.0,3525.0,788.0,2737.0,1394.0,1343.0,295,3566.0,-41.0,3504.0
2024,Q3,Sep,9,North America,Pro Plan,Pro Plan,Self-Serve,SaaS,2159.0,96.0,2063.0,705.0,1358.0,819.0,539.0,308,1923.0,140.0,2000.0
2024,Q3,Sep,9,North America,Enterprise Plan,Enterprise Plan,Marketplace,SaaS,1685.0,60.0,1625.0,442.0,1183.0,416.0,767.0,355,1504.0,121.0,1312.0
2024,Q3,Sep,9,Europe,Starter Plan,Starter Plan,Partner,SaaS,2061.0,71.0,1990.0,414.0,1576.0,689.0,887.0,312,1888.0,102.0,2151.0
