Txn_ID,Year,Month,Month_Num,Quarter,Market,Category,Brand,Channel,Volume_Units,Base_NR_AUD000,Trade_Promo_AUD000,Net_Revenue_AUD000,COGS_AUD000,Gross_Profit_AUD000,OPEX_AUD000,EBITDA_AUD000,GP_Margin_Pct,EBITDA_Margin_Pct,Type,Budget_NR_AUD000,Variance_NR_AUD000,Variance_Pct,PY_NR_AUD000,YoY_Growth_Pct
UL000871,2022,Mar,3,Q1,Vietnam,Beauty & Personal Care,Vaseline,Supermarket,147.0,7.6,0.8,6.8,3.3,3.4,1.2,2.2,0.51,0.33,Actual,7.8,-1.0,-0.13,7.6,-0.11
UL000872,2022,Mar,3,Q1,Vietnam,Beauty & Personal Care,Vaseline,Convenience,88.0,4.5,0.3,4.2,2.2,2.0,0.7,1.3,0.48,0.31,Actual,4.5,-0.3,-0.07,4.5,-0.08
UL000873,2022,Mar,3,Q1,Vietnam,Beauty & Personal Care,Vaseline,Online,80.0,3.9,0.4,3.5,1.7,1.8,0.6,1.2,0.52,0.36,Actual,4.1,-0.6,-0.16,3.9,-0.11
UL000874,2022,Mar,3,Q1,Vietnam,Beauty & Personal Care,Vaseline,Pharmacy,45.0,2.4,0.2,2.2,1.1,1.1,0.4,0.7,0.49,0.32,Actual,2.5,-0.3,-0.12,2.4,-0.1
UL000875,2022,Mar,3,Q1,Vietnam,Beauty & Personal Care,Vaseline,Foodservice,30.0,1.6,0.1,1.4,0.7,0.7,0.2,0.5,0.52,0.36,Actual,1.6,-0.2,-0.12,1.6,-0.09
UL000876,2022,Mar,3,Q1,Vietnam,Home Care,Surf,Supermarket,298.0,15.4,1.4,14.0,7.0,7.0,2.4,4.6,0.5,0.33,Actual,15.2,-1.2,-0.08,15.4,-0.09
UL000877,2022,Mar,3,Q1,Vietnam,Home Care,Surf,Convenience,159.0,8.2,0.9,7.4,3.7,3.7,1.3,2.4,0.5,0.32,Actual,8.8,-1.4,-0.16,8.2,-0.11
UL000878,2022,Mar,3,Q1,Vietnam,Home Care,Surf,Online,157.0,7.6,0.8,6.8,3.3,3.5,1.1,2.4,0.51,0.35,Actual,8.0,-1.2,-0.15,7.6,-0.11
UL000879,2022,Mar,3,Q1,Vietnam,Home Care,Surf,Pharmacy,87.0,4.2,0.5,3.8,1.9,1.9,0.6,1.2,0.49,0.32,Actual,4.8,-1.0,-0.21,4.2,-0.11
UL000880,2022,Mar,3,Q1,Vietnam,Home Care,Surf,Foodservice,58.0,3.0,0.2,2.8,1.4,1.3,0.5,0.9,0.48,0.32,Actual,3.2,-0.4,-0.13,3.0,-0.08
UL000881,2022,Mar,3,Q1,Vietnam,Home Care,Domestos,Supermarket,180.0,9.0,0.7,8.3,4.3,4.0,1.4,2.6,0.48,0.32,Actual,10.1,-1.9,-0.18,9.0,-0.08
UL000882,2022,Mar,3,Q1,Vietnam,Home Care,Domestos,Convenience,111.0,5.5,0.5,5.1,2.5,2.5,0.9,1.7,0.5,0.33,Actual,5.9,-0.8,-0.13,5.5,-0.09
UL000883,2022,Mar,3,Q1,Vietnam,Home Care,Domestos,Online,103.0,5.1,0.5,4.6,2.3,2.3,0.8,1.5,0.51,0.33,Actual,5.3,-0.7,-0.13,5.1,-0.09
UL000884,2022,Mar,3,Q1,Vietnam,Home Care,Domestos,Pharmacy,58.0,3.0,0.3,2.7,1.4,1.3,0.5,0.9,0.49,0.33,Actual,3.2,-0.5,-0.15,3.0,-0.1
UL000885,2022,Mar,3,Q1,Vietnam,Home Care,Domestos,Foodservice,43.0,2.1,0.2,1.9,1.0,1.0,0.3,0.7,0.51,0.34,Actual,2.1,-0.2,-0.09,2.1,-0.08
UL000886,2022,Mar,3,Q1,Vietnam,Home Care,Comfort,Supermarket,162.0,7.6,0.6,7.0,3.4,3.6,1.2,2.5,0.52,0.35,Actual,8.4,-1.4,-0.17,7.6,-0.08
UL000887,2022,Mar,3,Q1,Vietnam,Home Care,Comfort,Convenience,95.0,4.7,0.5,4.3,2.1,2.2,0.7,1.5,0.51,0.35,Actual,4.9,-0.6,-0.13,4.7,-0.1
UL000888,2022,Mar,3,Q1,Vietnam,Home Care,Comfort,Online,90.0,4.4,0.4,4.0,2.0,2.1,0.7,1.4,0.51,0.34,Actual,4.4,-0.4,-0.09,4.4,-0.09
UL000889,2022,Mar,3,Q1,Vietnam,Home Care,Comfort,Pharmacy,57.0,2.8,0.2,2.5,1.3,1.2,0.4,0.8,0.49,0.31,Actual,2.7,-0.2,-0.06,2.8,-0.09
UL000890,2022,Mar,3,Q1,Vietnam,Home Care,Comfort,Foodservice,31.0,1.7,0.2,1.5,0.8,0.7,0.3,0.5,0.49,0.31,Actual,1.8,-0.3,-0.17,1.7,-0.1
UL000891,2022,Mar,3,Q1,Vietnam,Ice Cream,Magnum,Supermarket,235.0,11.6,0.9,10.7,5.3,5.4,1.8,3.7,0.51,0.34,Actual,12.5,-1.8,-0.15,11.6,-0.08
UL000892,2022,Mar,3,Q1,Vietnam,Ice Cream,Magnum,Convenience,142.0,7.1,0.8,6.3,3.1,3.2,1.1,2.1,0.51,0.34,Actual,7.3,-1.0,-0.13,7.1,-0.11
UL000893,2022,Mar,3,Q1,Vietnam,Ice Cream,Magnum,Online,125.0,6.3,0.7,5.7,2.7,2.9,0.9,2.0,0.52,0.35,Actual,6.6,-0.9,-0.14,6.3,-0.1
UL000894,2022,Mar,3,Q1,Vietnam,Ice Cream,Magnum,Pharmacy,82.0,4.0,0.3,3.6,1.9,1.8,0.6,1.2,0.48,0.32,Actual,4.0,-0.3,-0.08,4.0,-0.08
UL000895,2022,Mar,3,Q1,Vietnam,Ice Cream,Magnum,Foodservice,51.0,2.6,0.3,2.3,1.2,1.1,0.4,0.7,0.48,0.31,Actual,2.6,-0.3,-0.12,2.6,-0.11
UL000896,2022,Mar,3,Q1,Vietnam,Ice Cream,Cornetto,Supermarket,200.0,10.0,0.9,9.1,4.7,4.4,1.6,2.8,0.48,0.31,Actual,10.3,-1.1,-0.11,10.0,-0.09
UL000897,2022,Mar,3,Q1,Vietnam,Ice Cream,Cornetto,Convenience,118.0,6.1,0.6,5.5,2.7,2.8,1.0,1.9,0.51,0.34,Actual,5.9,-0.4,-0.07,6.1,-0.1
UL000898,2022,Mar,3,Q1,Vietnam,Ice Cream,Cornetto,Online,106.0,5.6,0.6,5.0,2.5,2.5,0.8,1.7,0.51,0.35,Actual,5.4,-0.4,-0.07,5.6,-0.1
UL000899,2022,Mar,3,Q1,Vietnam,Ice Cream,Cornetto,Pharmacy,66.0,3.3,0.3,3.0,1.6,1.5,0.5,1.0,0.49,0.32,Actual,3.2,-0.2,-0.06,3.3,-0.09
UL000900,2022,Mar,3,Q1,Vietnam,Ice Cream,Cornetto,Foodservice,37.0,2.0,0.2,1.8,0.9,0.9,0.3,0.6,0.49,0.32,Actual,2.2,-0.4,-0.18,2.0,-0.09
UL000901,2022,Apr,4,Q2,Australia,Foods & Refreshment,Knorr,Supermarket,1271.0,61.3,4.7,56.5,28.3,28.3,10.1,18.2,0.5,0.32,Actual,64.0,-7.5,-0.12,61.3,-0.08
UL000902,2022,Apr,4,Q2,Australia,Foods & Refreshment,Knorr,Convenience,685.0,36.8,4.0,32.9,15.9,17.0,5.4,11.6,0.52,0.35,Actual,37.1,-4.2,-0.11,36.8,-0.11
UL000903,2022,Apr,4,Q2,Australia,Foods & Refreshment,Knorr,Online,628.0,31.3,3.0,28.3,14.8,13.5,4.6,9.0,0.48,0.32,Actual,33.7,-5.4,-0.16,31.3,-0.1
UL000904,2022,Apr,4,Q2,Australia,Foods & Refreshment,Knorr,Pharmacy,371.0,18.5,1.7,16.8,8.3,8.6,2.9,5.7,0.51,0.34,Actual,20.2,-3.4,-0.17,18.5,-0.09
UL000905,2022,Apr,4,Q2,Australia,Foods & Refreshment,Knorr,Foodservice,250.0,13.5,1.4,12.1,6.0,6.1,2.1,4.0,0.5,0.33,Actual,13.5,-1.4,-0.1,13.5,-0.1
UL000906,2022,Apr,4,Q2,Australia,Foods & Refreshment,Hellmann's,Supermarket,849.0,42.6,3.9,38.7,19.3,19.4,6.6,12.8,0.5,0.33,Actual,42.7,-4.0,-0.09,42.6,-0.09
UL000907,2022,Apr,4,Q2,Australia,Foods & Refreshment,Hellmann's,Convenience,495.0,25.2,2.0,23.3,11.4,11.9,4.2,7.7,0.51,0.33,Actual,24.7,-1.5,-0.06,25.2,-0.08
UL000908,2022,Apr,4,Q2,Australia,Foods & Refreshment,Hellmann's,Online,448.0,22.1,2.2,19.9,9.8,10.2,3.3,6.9,0.51,0.35,Actual,22.5,-2.5,-0.11,22.1,-0.1
UL000909,2022,Apr,4,Q2,Australia,Foods & Refreshment,Hellmann's,Pharmacy,283.0,13.7,1.1,12.5,6.5,6.1,2.2,3.9,0.48,0.31,Actual,13.5,-1.0,-0.07,13.7,-0.08
UL000910,2022,Apr,4,Q2,Australia,Foods & Refreshment,Hellmann's,Foodservice,179.0,8.8,0.9,7.9,3.8,4.1,1.4,2.7,0.52,0.34,Actual,9.0,-1.1,-0.12,8.8,-0.1
UL000911,2022,Apr,4,Q2,Australia,Foods & Refreshment,Lipton,Supermarket,746.0,35.0,2.7,32.2,16.7,15.5,5.5,10.0,0.48,0.31,Actual,35.6,-3.4,-0.09,35.0,-0.08
UL000912,2022,Apr,4,Q2,Australia,Foods & Refreshment,Lipton,Convenience,423.0,20.5,1.6,18.9,9.3,9.6,3.1,6.5,0.51,0.34,Actual,20.6,-1.7,-0.08,20.5,-0.08
UL000913,2022,Apr,4,Q2,Australia,Foods & Refreshment,Lipton,Online,348.0,16.6,1.4,15.2,7.8,7.5,2.6,4.9,0.49,0.32,Actual,18.7,-3.5,-0.19,16.6,-0.08
UL000914,2022,Apr,4,Q2,Australia,Foods & Refreshment,Lipton,Pharmacy,234.0,11.3,1.2,10.1,4.9,5.2,1.8,3.4,0.51,0.34,Actual,11.2,-1.2,-0.1,11.3,-0.11
UL000915,2022,Apr,4,Q2,Australia,Foods & Refreshment,Lipton,Foodservice,155.0,7.5,0.8,6.8,3.4,3.4,1.1,2.2,0.5,0.33,Actual,7.5,-0.7,-0.1,7.5,-0.1
UL000916,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Dove,Supermarket,1015.0,51.2,4.2,47.0,23.5,23.5,8.4,15.1,0.5,0.32,Actual,53.1,-6.1,-0.12,51.2,-0.08
UL000917,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Dove,Convenience,638.0,31.3,2.5,28.8,15.0,13.8,5.0,8.8,0.48,0.31,Actual,30.8,-2.0,-0.06,31.3,-0.08
UL000918,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Dove,Online,473.0,24.9,2.1,22.9,11.1,11.7,3.9,7.8,0.51,0.34,Actual,28.0,-5.1,-0.18,24.9,-0.08
UL000919,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Dove,Pharmacy,330.0,16.2,1.4,14.8,7.4,7.4,2.7,4.7,0.5,0.32,Actual,16.8,-2.0,-0.12,16.2,-0.09
UL000920,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Dove,Foodservice,223.0,11.0,1.2,9.9,4.8,5.1,1.7,3.3,0.51,0.34,Actual,11.2,-1.3,-0.12,11.0,-0.1
UL000921,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Lux,Supermarket,708.0,35.0,3.5,31.6,16.5,15.1,5.6,9.5,0.48,0.3,Actual,37.9,-6.4,-0.17,35.0,-0.1
UL000922,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Lux,Convenience,423.0,20.2,1.7,18.5,9.0,9.6,3.0,6.6,0.52,0.35,Actual,22.0,-3.4,-0.16,20.2,-0.08
UL000923,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Lux,Online,372.0,19.1,1.6,17.5,8.7,8.8,3.0,5.9,0.51,0.34,Actual,20.0,-2.5,-0.12,19.1,-0.08
UL000924,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Lux,Pharmacy,243.0,12.3,1.2,11.1,5.6,5.5,1.9,3.6,0.49,0.32,Actual,12.0,-0.9,-0.07,12.3,-0.1
UL000925,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Lux,Foodservice,151.0,7.7,0.7,7.0,3.7,3.3,1.2,2.1,0.48,0.3,Actual,8.0,-1.0,-0.13,7.7,-0.1
UL000926,2022,Apr,4,Q2,Australia,Beauty & Personal Care,TRESemmé,Supermarket,663.0,31.8,2.9,28.9,14.7,14.3,4.9,9.4,0.49,0.33,Actual,33.4,-4.5,-0.13,31.8,-0.09
UL000927,2022,Apr,4,Q2,Australia,Beauty & Personal Care,TRESemmé,Convenience,405.0,19.8,2.1,17.7,8.9,8.8,3.0,5.8,0.5,0.33,Actual,19.3,-1.6,-0.08,19.8,-0.11
UL000928,2022,Apr,4,Q2,Australia,Beauty & Personal Care,TRESemmé,Online,313.0,16.3,1.5,14.7,7.3,7.4,2.6,4.9,0.5,0.33,Actual,17.6,-2.8,-0.16,16.3,-0.09
UL000929,2022,Apr,4,Q2,Australia,Beauty & Personal Care,TRESemmé,Pharmacy,212.0,10.3,0.8,9.5,4.5,4.9,1.6,3.3,0.52,0.35,Actual,10.5,-1.1,-0.1,10.3,-0.08
UL000930,2022,Apr,4,Q2,Australia,Beauty & Personal Care,TRESemmé,Foodservice,133.0,6.8,0.5,6.3,3.1,3.3,1.0,2.2,0.51,0.35,Actual,7.0,-0.7,-0.1,6.8,-0.08
UL000931,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Vaseline,Supermarket,530.0,26.2,2.4,23.7,12.4,11.3,4.2,7.2,0.48,0.3,Actual,27.3,-3.6,-0.13,26.2,-0.09
UL000932,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Vaseline,Convenience,313.0,14.8,1.3,13.5,6.8,6.8,2.4,4.3,0.5,0.32,Actual,15.8,-2.3,-0.15,14.8,-0.09
UL000933,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Vaseline,Online,258.0,13.5,1.1,12.4,6.0,6.4,2.0,4.4,0.52,0.35,Actual,14.4,-2.0,-0.14,13.5,-0.08
UL000934,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Vaseline,Pharmacy,170.0,8.1,0.7,7.4,3.8,3.6,1.3,2.4,0.49,0.32,Actual,8.6,-1.2,-0.14,8.1,-0.08
UL000935,2022,Apr,4,Q2,Australia,Beauty & Personal Care,Vaseline,Foodservice,119.0,6.0,0.5,5.5,2.9,2.6,0.9,1.7,0.48,0.31,Actual,5.8,-0.3,-0.05,6.0,-0.08
UL000936,2022,Apr,4,Q2,Australia,Home Care,Surf,Supermarket,963.0,50.4,4.1,46.3,24.2,22.1,8.3,13.8,0.48,0.3,Actual,53.4,-7.1,-0.13,50.4,-0.08
UL000937,2022,Apr,4,Q2,Australia,Home Care,Surf,Convenience,635.0,30.6,2.9,27.7,14.3,13.4,4.5,9.0,0.48,0.32,Actual,30.9,-3.2,-0.1,30.6,-0.1
UL000938,2022,Apr,4,Q2,Australia,Home Care,Surf,Online,517.0,27.1,2.7,24.5,12.3,12.2,4.0,8.2,0.5,0.34,Actual,28.1,-3.6,-0.13,27.1,-0.1
UL000939,2022,Apr,4,Q2,Australia,Home Care,Surf,Pharmacy,315.0,16.0,1.2,14.8,7.3,7.4,2.4,5.0,0.5,0.34,Actual,16.9,-2.1,-0.12,16.0,-0.08
UL000940,2022,Apr,4,Q2,Australia,Home Care,Surf,Foodservice,227.0,11.2,1.1,10.1,5.0,5.1,1.6,3.5,0.51,0.35,Actual,11.2,-1.1,-0.1,11.2,-0.1
UL000941,2022,Apr,4,Q2,Australia,Home Care,Domestos,Supermarket,721.0,36.6,3.5,33.2,16.9,16.3,5.5,10.8,0.49,0.33,Actual,35.6,-2.4,-0.07,36.6,-0.1
UL000942,2022,Apr,4,Q2,Australia,Home Care,Domestos,Convenience,406.0,19.9,2.2,17.8,9.2,8.6,3.0,5.6,0.49,0.31,Actual,20.6,-2.8,-0.14,19.9,-0.11
UL000943,2022,Apr,4,Q2,Australia,Home Care,Domestos,Online,364.0,18.3,1.6,16.7,8.0,8.6,2.9,5.7,0.52,0.34,Actual,18.7,-2.0,-0.11,18.3,-0.09
UL000944,2022,Apr,4,Q2,Australia,Home Care,Domestos,Pharmacy,209.0,10.2,0.8,9.4,4.9,4.5,1.7,2.8,0.48,0.3,Actual,11.2,-1.8,-0.16,10.2,-0.08
UL000945,2022,Apr,4,Q2,Australia,Home Care,Domestos,Foodservice,147.0,7.6,0.7,6.9,3.4,3.4,1.2,2.3,0.5,0.33,Actual,7.5,-0.6,-0.08,7.6,-0.1
UL000946,2022,Apr,4,Q2,Australia,Home Care,Comfort,Supermarket,590.0,29.7,2.5,27.1,13.2,14.0,4.6,9.4,0.52,0.35,Actual,29.6,-2.5,-0.09,29.7,-0.09
UL000947,2022,Apr,4,Q2,Australia,Home Care,Comfort,Convenience,375.0,17.8,1.4,16.3,8.3,8.0,2.8,5.2,0.49,0.32,Actual,17.2,-0.8,-0.05,17.8,-0.08
UL000948,2022,Apr,4,Q2,Australia,Home Care,Comfort,Online,279.0,14.7,1.3,13.4,6.6,6.8,2.2,4.6,0.51,0.34,Actual,15.6,-2.2,-0.14,14.7,-0.09
UL000949,2022,Apr,4,Q2,Australia,Home Care,Comfort,Pharmacy,172.0,8.7,0.8,8.0,4.2,3.8,1.3,2.5,0.48,0.31,Actual,9.4,-1.4,-0.15,8.7,-0.09
UL000950,2022,Apr,4,Q2,Australia,Home Care,Comfort,Foodservice,119.0,6.2,0.5,5.7,2.9,2.8,1.0,1.8,0.49,0.32,Actual,6.2,-0.6,-0.09,6.2,-0.08
UL000951,2022,Apr,4,Q2,Australia,Ice Cream,Magnum,Supermarket,797.0,42.1,3.6,38.5,18.6,19.9,6.7,13.2,0.52,0.34,Actual,44.1,-5.6,-0.13,42.1,-0.09
UL000952,2022,Apr,4,Q2,Australia,Ice Cream,Magnum,Convenience,471.0,23.2,1.9,21.3,10.2,11.1,3.7,7.3,0.52,0.35,Actual,25.5,-4.2,-0.17,23.2,-0.08
UL000953,2022,Apr,4,Q2,Australia,Ice Cream,Magnum,Online,430.0,22.0,1.9,20.1,10.0,10.2,3.5,6.7,0.51,0.33,Actual,23.2,-3.1,-0.13,22.0,-0.08
UL000954,2022,Apr,4,Q2,Australia,Ice Cream,Magnum,Pharmacy,269.0,13.3,1.1,12.2,6.3,5.9,2.1,3.9,0.49,0.32,Actual,13.9,-1.7,-0.12,13.3,-0.08
UL000955,2022,Apr,4,Q2,Australia,Ice Cream,Magnum,Foodservice,184.0,8.9,0.7,8.1,4.0,4.2,1.4,2.8,0.51,0.34,Actual,9.3,-1.1,-0.12,8.9,-0.08
UL000956,2022,Apr,4,Q2,Australia,Ice Cream,Cornetto,Supermarket,697.0,34.1,3.5,30.5,15.8,14.7,5.0,9.7,0.48,0.32,Actual,36.1,-5.6,-0.15,34.1,-0.1
UL000957,2022,Apr,4,Q2,Australia,Ice Cream,Cornetto,Convenience,404.0,20.2,1.9,18.3,9.5,8.8,3.0,5.8,0.48,0.32,Actual,20.9,-2.6,-0.13,20.2,-0.1
UL000958,2022,Apr,4,Q2,Australia,Ice Cream,Cornetto,Online,360.0,17.9,1.4,16.5,8.5,8.0,2.9,5.1,0.49,0.31,Actual,19.0,-2.5,-0.13,17.9,-0.08
UL000959,2022,Apr,4,Q2,Australia,Ice Cream,Cornetto,Pharmacy,203.0,10.3,1.1,9.2,4.8,4.4,1.6,2.8,0.48,0.3,Actual,11.4,-2.2,-0.19,10.3,-0.11
UL000960,2022,Apr,4,Q2,Australia,Ice Cream,Cornetto,Foodservice,140.0,7.4,0.7,6.7,3.3,3.4,1.2,2.2,0.51,0.33,Actual,7.6,-0.9,-0.12,7.4,-0.09
UL000961,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Knorr,Supermarket,527.0,26.1,2.7,23.4,11.9,11.5,4.2,7.4,0.49,0.31,Actual,25.6,-2.2,-0.09,26.1,-0.1
UL000962,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Knorr,Convenience,289.0,14.9,1.4,13.5,6.7,6.8,2.3,4.5,0.51,0.34,Actual,14.8,-1.3,-0.09,14.9,-0.1
UL000963,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Knorr,Online,246.0,12.4,0.9,11.5,5.6,5.9,1.9,4.0,0.51,0.35,Actual,13.5,-2.0,-0.15,12.4,-0.08
UL000964,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Knorr,Pharmacy,169.0,8.1,0.8,7.3,3.8,3.5,1.3,2.3,0.48,0.31,Actual,8.1,-0.8,-0.1,8.1,-0.09
UL000965,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Knorr,Foodservice,95.0,4.8,0.4,4.4,2.3,2.1,0.8,1.4,0.49,0.32,Actual,5.4,-1.0,-0.18,4.8,-0.09
UL000966,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Hellmann's,Supermarket,293.0,15.6,1.4,14.2,7.2,7.0,2.4,4.6,0.49,0.33,Actual,17.1,-2.9,-0.17,15.6,-0.09
UL000967,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Hellmann's,Convenience,189.0,9.5,0.7,8.8,4.6,4.2,1.4,2.8,0.48,0.32,Actual,9.9,-1.1,-0.11,9.5,-0.08
UL000968,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Hellmann's,Online,164.0,8.2,0.7,7.5,3.8,3.7,1.3,2.4,0.5,0.32,Actual,9.0,-1.5,-0.17,8.2,-0.09
UL000969,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Hellmann's,Pharmacy,93.0,4.9,0.5,4.5,2.3,2.2,0.8,1.4,0.5,0.32,Actual,5.4,-0.9,-0.17,4.9,-0.09
UL000970,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Hellmann's,Foodservice,64.0,3.3,0.3,3.0,1.6,1.5,0.5,0.9,0.48,0.3,Actual,3.6,-0.6,-0.15,3.3,-0.09
UL000971,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Lipton,Supermarket,264.0,13.6,1.3,12.2,6.1,6.2,2.0,4.1,0.5,0.34,Actual,14.2,-2.0,-0.14,13.6,-0.1
UL000972,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Lipton,Convenience,157.0,7.6,0.7,6.9,3.5,3.4,1.2,2.2,0.49,0.32,Actual,8.2,-1.4,-0.17,7.6,-0.09
UL000973,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Lipton,Online,155.0,7.4,0.7,6.7,3.4,3.3,1.2,2.2,0.49,0.32,Actual,7.5,-0.8,-0.1,7.4,-0.1
UL000974,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Lipton,Pharmacy,90.0,4.5,0.5,4.0,2.0,2.0,0.7,1.3,0.51,0.33,Actual,4.5,-0.5,-0.12,4.5,-0.11
UL000975,2022,Apr,4,Q2,New Zealand,Foods & Refreshment,Lipton,Foodservice,60.0,2.8,0.3,2.6,1.3,1.3,0.5,0.9,0.52,0.34,Actual,3.0,-0.4,-0.14,2.8,-0.1
UL000976,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Dove,Supermarket,403.0,21.8,2.4,19.4,9.4,10.0,3.5,6.6,0.52,0.34,Actual,21.3,-1.8,-0.09,21.8,-0.11
UL000977,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Dove,Convenience,246.0,12.5,1.0,11.6,5.9,5.7,2.0,3.7,0.49,0.32,Actual,12.3,-0.8,-0.06,12.5,-0.08
UL000978,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Dove,Online,235.0,11.6,1.2,10.4,5.3,5.1,1.7,3.5,0.49,0.33,Actual,11.2,-0.8,-0.07,11.6,-0.11
UL000979,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Dove,Pharmacy,133.0,6.7,0.6,6.1,3.0,3.1,1.0,2.1,0.51,0.35,Actual,6.7,-0.6,-0.09,6.7,-0.08
UL000980,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Dove,Foodservice,97.0,4.5,0.4,4.2,2.1,2.1,0.7,1.4,0.5,0.33,Actual,4.5,-0.3,-0.07,4.5,-0.08
UL000981,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Lux,Supermarket,284.0,14.5,1.4,13.1,6.8,6.3,2.2,4.1,0.48,0.31,Actual,15.2,-2.1,-0.14,14.5,-0.1
UL000982,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Lux,Convenience,147.0,7.9,0.9,7.0,3.7,3.3,1.2,2.1,0.48,0.3,Actual,8.8,-1.8,-0.2,7.9,-0.11
UL000983,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Lux,Online,153.0,7.4,0.6,6.8,3.4,3.4,1.2,2.2,0.5,0.33,Actual,8.0,-1.2,-0.15,7.4,-0.09
UL000984,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Lux,Pharmacy,101.0,4.9,0.5,4.4,2.2,2.2,0.7,1.5,0.51,0.35,Actual,4.8,-0.4,-0.08,4.9,-0.11
UL000985,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Lux,Foodservice,59.0,3.2,0.3,2.8,1.5,1.4,0.5,0.9,0.49,0.31,Actual,3.2,-0.4,-0.11,3.2,-0.1
UL000986,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,TRESemmé,Supermarket,267.0,13.1,1.3,11.8,5.8,6.0,2.0,4.0,0.51,0.34,Actual,13.4,-1.5,-0.11,13.1,-0.1
UL000987,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,TRESemmé,Convenience,144.0,7.1,0.8,6.4,3.2,3.2,1.1,2.1,0.5,0.33,Actual,7.7,-1.4,-0.18,7.1,-0.11
UL000988,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,TRESemmé,Online,139.0,6.7,0.6,6.1,3.0,3.2,1.0,2.2,0.52,0.36,Actual,7.0,-0.9,-0.13,6.7,-0.09
UL000989,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,TRESemmé,Pharmacy,83.0,4.3,0.4,3.9,2.0,1.9,0.7,1.2,0.49,0.32,Actual,4.2,-0.3,-0.08,4.3,-0.09
UL000990,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,TRESemmé,Foodservice,51.0,2.7,0.3,2.4,1.3,1.2,0.4,0.7,0.48,0.3,Actual,2.8,-0.4,-0.14,2.7,-0.1
UL000991,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Vaseline,Supermarket,215.0,10.8,1.0,9.8,5.1,4.7,1.7,3.1,0.48,0.31,Actual,10.9,-1.1,-0.1,10.8,-0.09
UL000992,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Vaseline,Convenience,131.0,6.2,0.5,5.7,2.7,2.9,1.0,2.0,0.52,0.35,Actual,6.3,-0.7,-0.11,6.2,-0.09
UL000993,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Vaseline,Online,114.0,5.9,0.5,5.4,2.8,2.7,0.9,1.7,0.49,0.32,Actual,5.8,-0.3,-0.05,5.9,-0.08
UL000994,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Vaseline,Pharmacy,67.0,3.4,0.3,3.1,1.6,1.5,0.5,1.0,0.5,0.33,Actual,3.5,-0.4,-0.1,3.4,-0.08
UL000995,2022,Apr,4,Q2,New Zealand,Beauty & Personal Care,Vaseline,Foodservice,42.0,2.2,0.2,1.9,1.0,1.0,0.3,0.6,0.49,0.32,Actual,2.3,-0.4,-0.16,2.2,-0.11
UL000996,2022,Apr,4,Q2,New Zealand,Home Care,Surf,Supermarket,384.0,19.5,2.0,17.5,9.0,8.5,2.9,5.5,0.49,0.32,Actual,21.3,-3.9,-0.18,19.5,-0.1
